s_id,a_id,x,y
1655,-140,576.17,-220.99
1655,-142,-330.66,266.14
1655,-147,220.64,1251.74
1656,-1,1115.11,3400.4
1656,-2,-791.07,3147.73
1656,-7,3084.64,2203.52
1656,-10,-724.58,3228.01
1656,-19,2752.28,-393.74
1656,-20,-468.47,2612.84
1656,-21,2627.98,-637.12
1656,-24,-2908.52,-500.15
1656,-33,-342.2,3673.25
1656,-36,-39.86,2272.64
1656,-37,-2898.66,-391.04
1656,-73,3694.33,-1932.74
1656,-75,3816.77,-1753.85
1656,-85,2436.29,-491.31
1656,-86,2026.89,3749.92
1656,-89,890.09,-1402.52
1656,-90,1301.04,1769.88
1656,-92,-691.57,3217.86
1656,-103,1940.18,2149.91
1656,-105,308.7,3361.26
1656,-111,3461.83,-1459.74
1656,-118,292.24,3376.9
1656,-125,1004.17,-1540.34
1656,-129,2615.69,3478.82
1656,-137,1287.59,538.08
1656,-140,1555.87,709.02
1656,-142,649.03,1196.15
1656,-147,1200.34,2181.75
1658,-6,-569.51,3626.5
1658,-15,2449.22,952.42
1658,-16,2220.44,2459.01
1658,-38,3597.35,-868.3
1658,-47,-1827.66,3709.15
1658,-55,3231.65,-3025.09
1658,-67,3791.8,-1096.46
1658,-69,-448.87,3148.96
1658,-80,-3709.45,-835.93
1658,-82,2170.13,2568.31
1658,-96,3980.11,-1064.89
1658,-99,3376.75,-887.4
1658,-101,819.02,2127.57
1658,-109,-741.21,4217.71
1658,-113,2867.63,-3466.63
1658,-119,3445.77,-919.25
1658,-121,4043.2,-760.48
1658,-130,-3970.88,1612.44
1658,-131,4295.78,765.05
1658,-143,570.88,1828.69
1658,-149,289.01,1900.15
1658,-155,3502.24,-371.37
1658,-159,-1342.29,1428.34
1658,-161,3619.29,-1297.65
1659,-8,2521.08,-2483.43
1659,-11,3852.38,-1580.78
1659,-22,2029.23,-2836.68
1659,-31,-732.97,-185.73
1659,-32,-485.96,233.57
1659,-35,2404.3,-2263.34
1659,-39,1305.22,-1465.4
1659,-40,481.76,-2993.24
1659,-41,1533.44,-2436.61
1659,-42,-613.91,-116.09
1659,-44,2895.49,-1254.96
1659,-51,1190.11,-1974.08
1659,-52,-2279.91,1267.99
1659,-56,416.14,-705.73
1659,-60,3460.09,-673.44
1659,-62,110.91,-890.41
1659,-64,1160.06,-2122.27
1659,-72,764.44,-2300.48
1659,-73,-2717.15,1761.19
1659,-75,-2594.71,1940.08
1659,-81,93.13,-3939.95
1659,-83,1577.81,-717.53
1659,-84,-257.83,-448.11
1659,-87,-885.06,-2849.79
1659,-93,1233.82,-1733.66
1659,-98,540.85,-1455.04
1659,-111,-2949.64,2234.19
1659,-112,-1671.74,3396.74
1659,-128,-21.18,-1066.49
1659,-132,1383.8,-1309.56
1659,-133,-1416.93,510.98
1659,-148,-1357.27,-2464.55
1659,-153,-1545.9,882.91
1659,-157,662.45,-696.04
1659,-162,2001.85,-1969.62
1659,-164,511.38,-1596.64
1659,-166,844.63,-548.4
1660,-5,1709.3,-215.99
1660,-6,-3716.1,2475.95
1660,-14,2334.15,-815.17
1660,-15,-697.37,-198.12
1660,-16,-926.15,1308.46
1660,-28,3569.92,-2626.7
1660,-34,1917.76,-3.48
1660,-38,450.76,-2018.85
1660,-55,85.06,-4175.63
1660,-67,645.21,-2247.01
1660,-68,1567.48,-1974.69
1660,-69,-3595.46,1998.41
1660,-71,2306.31,-2949.71
1660,-82,-976.46,1417.77
1660,-88,1952,-1117.51
1660,-91,-1686.93,4037.89
1660,-95,3507.61,-624.81
1660,-96,833.52,-2215.44
1660,-99,230.16,-2037.94
1660,-101,-2327.57,977.02
1660,-119,299.18,-2069.79
1660,-121,896.61,-1911.02
1660,-131,1149.19,-385.5
1660,-143,-2575.71,678.15
1660,-145,1270.2,-2668.97
1660,-149,-2857.58,749.61
1660,-150,-1098.59,3884.52
1660,-151,1806.44,-3005.21
1660,-155,355.65,-1521.91
1660,-156,3247.56,-2051.62
1660,-159,-4488.88,277.8
1660,-161,472.7,-2448.2
1660,-165,3161.25,-3124.48
1661,-4,-292.24,-2890.92
1661,-12,-1489.97,-2293.72
1661,-13,-3317.35,-1783.88
1661,-17,-844.03,-2501.22
1661,-28,-3197.17,348.28
1661,-30,-1609.91,-2486.14
1661,-43,-1448.6,-2284.04
1661,-53,-2788.48,-1789.71
1661,-58,-3600.21,-294.49
1661,-66,-2271.42,1312.92
1661,-70,-872.33,-2675.27
1661,-71,-4460.79,25.28
1661,-77,-1800.36,173.93
1661,-79,-3357.17,-1850.05
1661,-94,-1445.81,2100.09
1661,-95,-3259.49,2350.18
1661,-116,-1160.71,-2419.34
1661,-124,-2854.33,-1775.94
1661,-134,-517.05,-1366.4
1661,-141,-681.22,-2592.56
1661,-144,-3992.05,-919.14
1661,-156,-3519.53,923.37
1661,-165,-3605.85,-149.49
1664,-78,667.83,2167.44
1667,-3,998.2,-2512.47
1667,-11,-3369.92,-490.81
1667,-44,-4326.81,-164.99
1667,-48,-409.92,-1113.32
1667,-50,892.36,-1356.06
1667,-60,-3762.21,416.52
1667,-61,-1272.23,-3194.32
1667,-91,1161.56,-3003.09
1667,-100,-680.18,-1988.34
1667,-102,686.56,-1983.74
1667,-104,318.46,-2283.26
1667,-106,1234.85,-2637.8
1667,-109,-1039.31,-3973.82
1667,-117,-3000.98,-3071.53
1667,-127,-256.94,-830.05
1667,-139,149,-2127.02
1667,-150,1749.9,-3156.46
1667,-154,1352.66,-1382.71
1667,-158,-244.07,-2635.06
1667,-163,529.95,-2636.24
1671,-4,1011.3,816.96
1671,-12,-186.44,1414.16
1671,-13,-2013.82,1924
1671,-17,459.51,1206.66
1671,-28,-1893.64,4056.16
1671,-30,-306.37,1221.74
1671,-43,-145.06,1423.84
1671,-53,-1484.94,1918.17
1671,-58,-2296.67,3413.39
1671,-70,431.21,1032.61
1671,-77,-496.82,3881.8
1671,-79,-2053.63,1857.83
1671,-97,-3030.15,1177.08
1671,-116,142.83,1288.54
1671,-124,-1550.79,1931.94
1671,-134,786.49,2341.48
1671,-141,622.32,1115.32
1671,-144,-2688.52,2788.74
1671,-165,-2302.31,3558.39
1671,-167,-3918.73,23.01
1674,-5,-37.37,-528.61
1674,-14,587.49,-1127.78
1674,-15,-2444.03,-510.73
1674,-16,-2672.82,995.85
1674,-28,1823.26,-2939.32
1674,-34,171.1,-316.1
1674,-38,-1295.9,-2331.46
1674,-58,1420.23,-3582.09
1674,-66,2749.02,-1974.68
1674,-67,-1101.45,-2559.62
1674,-68,-179.18,-2287.3
1674,-71,559.65,-3262.32
1674,-77,3220.08,-3113.67
1674,-82,-2723.12,1105.16
1674,-88,205.34,-1430.13
1674,-94,3574.62,-1187.51
1674,-95,1760.95,-937.42
1674,-96,-913.14,-2528.05
1674,-99,-1516.5,-2350.55
1674,-101,-4074.24,664.41
1674,-119,-1447.49,-2382.41
1674,-121,-850.05,-2223.63
1674,-131,-597.47,-698.11
1674,-143,-4322.37,365.53
1674,-144,1028.38,-4206.74
1674,-145,-476.47,-2981.58
1674,-151,59.78,-3317.83
1674,-155,-1391.01,-1834.53
1674,-156,1500.9,-2364.23
1674,-161,-1273.96,-2760.81
1674,-165,1414.59,-3437.09
1680,-5,2198.35,1354.02
1680,-14,2823.2,754.85
1680,-15,-208.32,1371.89
1680,-16,-437.1,2878.48
1680,-28,4058.97,-1056.69
1680,-34,2406.82,1566.53
1680,-38,939.81,-448.84
1680,-55,574.11,-2605.62
1680,-58,3655.94,-1699.47
1680,-67,1134.26,-677
1680,-68,2056.53,-404.68
1680,-71,2795.36,-1379.7
1680,-82,-487.41,2987.78
1680,-88,2441.05,452.5
1680,-95,3996.66,945.2
1680,-96,1322.57,-645.43
1680,-99,719.21,-467.93
1680,-101,-1838.52,2547.03
1680,-113,210.09,-3047.16
1680,-119,788.23,-499.78
1680,-121,1385.66,-341.01
1680,-131,1638.24,1184.51
1680,-143,-2086.66,2248.16
1680,-144,3264.09,-2324.12
1680,-145,1759.25,-1098.96
1680,-149,-2368.53,2319.62
1680,-151,2295.49,-1435.2
1680,-155,844.7,48.1
1680,-156,3736.61,-481.61
1680,-159,-3999.83,1847.81
1680,-161,961.75,-878.19
1680,-165,3650.3,-1554.47
1681,-5,0.18,-1061.28
1681,-14,625.03,-1660.46
1681,-15,-2406.49,-1043.41
1681,-16,-2635.28,463.17
1681,-28,1860.8,-3471.99
1681,-34,208.64,-848.77
1681,-38,-1258.36,-2864.14
1681,-58,1457.77,-4114.77
1681,-66,2786.56,-2507.36
1681,-67,-1063.91,-3092.3
1681,-68,-141.64,-2819.98
1681,-71,597.19,-3795
1681,-82,-2685.58,572.48
1681,-88,242.88,-1962.8
1681,-94,3612.16,-1720.19
1681,-95,1798.49,-1470.1
1681,-96,-875.6,-3060.73
1681,-99,-1478.96,-2883.23
1681,-101,-4036.7,131.73
1681,-119,-1409.95,-2915.08
1681,-121,-812.51,-2756.31
1681,-131,-559.93,-1230.79
1681,-143,-4284.83,-167.14
1681,-145,-438.92,-3514.26
1681,-150,-2807.71,3039.23
1681,-151,97.32,-3850.5
1681,-155,-1353.47,-2367.2
1681,-156,1538.44,-2896.91
1681,-161,-1236.42,-3293.49
1681,-165,1452.13,-3969.77
1684,-1,-1725.73,2647.23
1684,-2,-3631.91,2394.55
1684,-7,243.8,1450.34
1684,-9,538.41,2999.15
1684,-10,-3565.43,2474.84
1684,-19,-88.56,-1146.91
1684,-20,-3309.31,1859.67
1684,-21,-212.86,-1390.29
1684,-33,-3183.04,2920.08
1684,-36,-2880.7,1519.47
1684,-52,1290.73,-3179.11
1684,-59,1426.68,2364.8
1684,-73,853.49,-2685.91
1684,-75,975.92,-2507.02
1684,-85,-404.55,-1244.48
1684,-86,-813.95,2996.74
1684,-89,-1950.75,-2155.7
1684,-90,-1539.81,1016.71
1684,-92,-3532.41,2464.69
1684,-103,-900.66,1396.74
1684,-105,-2532.14,2608.09
1684,-111,620.99,-2212.91
1684,-112,1898.89,-1050.36
1684,-118,-2548.6,2623.73
1684,-122,-42.62,3259.47
1684,-125,-1836.67,-2293.52
1684,-129,-225.15,2725.65
1684,-133,2153.7,-3936.12
1684,-137,-1553.25,-215.09
1684,-140,-1284.97,-44.15
1684,-142,-2191.81,442.98
1684,-147,-1640.5,1428.58
1684,-153,2024.74,-3564.19
1686,-5,1725.92,1094.05
1686,-14,2350.77,494.88
1686,-15,-680.75,1111.92
1686,-16,-909.53,2618.51
1686,-28,3586.55,-1316.66
1686,-34,1934.39,1306.56
1686,-38,467.38,-708.8
1686,-55,101.68,-2865.59
1686,-58,3183.51,-1959.43
1686,-66,4512.3,-352.03
1686,-67,661.83,-936.97
1686,-68,1584.1,-664.64
1686,-71,2322.94,-1639.67
1686,-82,-959.83,2727.81
1686,-88,1968.62,192.53
1686,-95,3524.23,685.24
1686,-96,850.15,-905.39
1686,-99,246.79,-727.9
1686,-101,-2310.95,2287.07
1686,-113,-262.33,-3307.13
1686,-119,315.8,-759.75
1686,-121,913.24,-600.98
1686,-131,1165.81,924.55
1686,-143,-2559.08,1988.19
1686,-144,2791.67,-2584.08
1686,-145,1286.82,-1358.93
1686,-149,-2840.96,2059.65
1686,-151,1823.06,-1695.17
1686,-155,372.27,-211.87
1686,-156,3264.19,-741.58
1686,-161,489.33,-1138.15
1686,-165,3177.87,-1814.44
1690,-1,-2806.72,438.05
1690,-7,-837.19,-758.84
1690,-9,-542.58,789.97
1690,-19,-1169.55,-3356.09
1690,-20,-4390.3,-349.51
1690,-21,-1293.85,-3599.48
1690,-33,-4264.03,710.9
1690,-36,-3961.69,-689.72
1690,-59,345.69,155.62
1690,-85,-1485.54,-3453.66
1690,-86,-1894.94,787.56
1690,-90,-2620.8,-1192.47
1690,-103,-1981.65,-812.45
1690,-105,-3613.13,398.91
1690,-111,-460,-4422.09
1690,-112,817.9,-3259.55
1690,-118,-3629.59,414.54
1690,-122,-1123.61,1050.29
1690,-129,-1306.14,516.46
1690,-137,-2634.24,-2424.27
1690,-140,-2365.96,-2253.33
1690,-142,-3272.8,-1766.2
1690,-147,-2721.49,-780.6
1692,-3,1969.83,-1768.85
1692,-6,104.03,-3821.41
1692,-8,-3729.58,-649.85
1692,-11,-2398.28,252.81
1692,-22,-4221.43,-1003.1
1692,-35,-3846.36,-429.76
1692,-44,-3355.17,578.63
1692,-47,-1154.12,-3738.76
1692,-48,561.71,-369.7
1692,-50,1863.99,-612.44
1692,-60,-2790.57,1160.14
1692,-61,-300.6,-2450.7
1692,-63,-2084.16,-2841.07
1692,-69,224.67,-4298.95
1692,-91,2133.2,-2259.47
1692,-100,291.46,-1244.72
1692,-102,1658.2,-1240.12
1692,-104,1290.09,-1539.64
1692,-106,2206.48,-1894.19
1692,-109,-67.67,-3230.2
1692,-117,-2029.35,-2327.91
1692,-127,714.69,-86.43
1692,-139,1120.63,-1383.41
1692,-150,2721.54,-2412.84
1692,-154,2324.29,-639.09
1692,-158,727.57,-1891.44
1692,-162,-4248.81,-136.04
1692,-163,1501.59,-1892.62
1693,-1,-2006.67,2461.49
1693,-2,-3912.85,2208.81
1693,-7,-37.15,1264.6
1693,-9,257.46,2813.42
1693,-10,-3846.37,2289.1
1693,-19,-369.51,-1332.65
1693,-20,-3590.25,1673.93
1693,-21,-493.8,-1576.03
1693,-33,-3463.99,2734.34
1693,-36,-3161.65,1333.73
1693,-52,1009.79,-3364.85
1693,-59,1145.74,2179.06
1693,-73,572.54,-2871.65
1693,-75,694.98,-2692.76
1693,-85,-685.5,-1430.22
1693,-86,-1094.89,2811
1693,-89,-2231.69,-2341.44
1693,-90,-1820.75,830.97
1693,-92,-3813.36,2278.95
1693,-103,-1181.6,1211
1693,-105,-2813.08,2422.35
1693,-111,340.05,-2398.65
1693,-112,1617.95,-1236.1
1693,-118,-2829.55,2437.99
1693,-122,-323.57,3073.74
1693,-125,-2117.61,-2479.26
1693,-129,-506.09,2539.91
1693,-133,1872.76,-4121.86
1693,-137,-1834.19,-400.83
1693,-140,-1565.91,-229.89
1693,-142,-2472.75,257.24
1693,-147,-1921.44,1242.84
1693,-153,1743.8,-3749.93
1701,-1,-2884.84,-612.89
1701,-7,-915.32,-1809.78
1701,-9,-620.71,-260.97
1701,-33,-4342.15,-340.04
1701,-36,-4039.82,-1740.66
1701,-54,-4396.46,1146.38
1701,-59,267.57,-895.32
1701,-86,-1973.06,-263.38
1701,-90,-2698.92,-2243.41
1701,-103,-2059.77,-1863.39
1701,-105,-3691.25,-652.03
1701,-112,739.78,-4310.48
1701,-118,-3707.71,-636.4
1701,-122,-1201.73,-0.65
1701,-129,-1384.26,-534.47
1701,-137,-2712.36,-3475.21
1701,-140,-2444.08,-3304.27
1701,-142,-3350.92,-2817.14
1701,-147,-2799.61,-1831.54
1702,-5,-2116.93,-628.71
1702,-14,-1492.08,-1227.88
1702,-28,-256.31,-3039.41
1702,-34,-1908.46,-416.19
1702,-38,-3375.47,-2431.56
1702,-58,-659.34,-3682.19
1702,-66,669.45,-2074.78
1702,-67,-3181.02,-2659.72
1702,-68,-2258.75,-2387.4
1702,-71,-1519.92,-3362.42
1702,-77,1140.51,-3213.77
1702,-88,-1874.23,-1530.22
1702,-94,1495.06,-1287.61
1702,-95,-318.62,-1037.52
1702,-96,-2992.71,-2628.15
1702,-99,-3596.07,-2450.65
1702,-119,-3527.05,-2482.5
1702,-121,-2929.61,-2323.73
1702,-131,-2677.04,-798.21
1702,-144,-1051.18,-4306.84
1702,-145,-2556.03,-3081.68
1702,-151,-2019.79,-3417.93
1702,-155,-3470.58,-1934.63
1702,-156,-578.67,-2464.33
1702,-161,-3353.52,-2860.91
1702,-165,-664.98,-3537.19
1704,-6,3281.91,37.23
1704,-8,-551.69,3208.79
1704,-11,779.6,4111.45
1704,-22,-1043.54,2855.54
1704,-23,-1067.54,-641.71
1704,-35,-668.47,3428.88
1704,-40,-2591.02,2698.99
1704,-41,-1539.33,3255.61
1704,-44,-177.29,4437.27
1704,-47,2023.77,119.89
1704,-51,-1882.67,3718.15
1704,-61,2877.29,1407.94
1704,-63,1093.72,1017.57
1704,-64,-1912.72,3569.95
1704,-69,3402.55,-440.31
1704,-72,-2308.34,3391.74
1704,-80,141.97,-4425.2
1704,-81,-2979.65,1752.27
1704,-93,-1838.96,3958.57
1704,-100,3469.34,2613.92
1704,-109,3110.21,628.44
1704,-117,1148.54,1530.73
1704,-130,-119.46,-1976.83
1704,-149,4140.43,-1689.12
1704,-158,3905.45,1967.2
1704,-159,2509.13,-2160.93
1704,-162,-1070.92,3722.6
1705,-5,538.75,-598
1705,-14,1163.61,-1197.17
1705,-15,-1867.91,-580.13
1705,-16,-2096.7,926.46
1705,-28,2399.38,-3008.71
1705,-34,747.22,-385.49
1705,-38,-719.78,-2400.85
1705,-58,1996.35,-3651.48
1705,-66,3325.14,-2044.08
1705,-67,-525.33,-2629.02
1705,-68,396.94,-2356.69
1705,-71,1135.77,-3331.72
1705,-82,-2147,1035.76
1705,-88,781.45,-1499.52
1705,-94,4150.74,-1256.9
1705,-95,2337.07,-1006.81
1705,-96,-337.02,-2597.44
1705,-99,-940.38,-2419.95
1705,-101,-3498.12,595.02
1705,-119,-871.37,-2451.8
1705,-121,-273.93,-2293.03
1705,-131,-21.35,-767.5
1705,-143,-3746.25,296.14
1705,-145,99.65,-3050.98
1705,-149,-4028.12,367.6
1705,-150,-2269.13,3502.52
1705,-151,635.9,-3387.22
1705,-155,-814.9,-1903.92
1705,-156,2077.02,-2433.62
1705,-161,-697.84,-2830.2
1705,-165,1990.7,-3506.49
1712,-1,1671.95,2406.15
1712,-2,-234.23,2153.47
1712,-7,3641.47,1209.26
1712,-10,-167.75,2233.76
1712,-19,3309.11,-1388
1712,-20,88.36,1618.58
1712,-21,3184.82,-1631.38
1712,-24,-2351.68,-1494.41
1712,-25,-1121.08,3895.36
1712,-26,-947.37,3409.08
1712,-27,-1159.1,4067.63
1712,-29,-680.9,3605.56
1712,-33,214.63,2679
1712,-36,516.97,1278.38
1712,-37,-2341.82,-1385.3
1712,-46,-251.24,3880.6
1712,-49,-755.97,3776.29
1712,-54,160.32,4165.41
1712,-65,-597.1,3681.53
1712,-85,2993.12,-1485.57
1712,-86,2583.73,2755.66
1712,-89,1446.92,-2396.78
1712,-90,1857.87,775.63
1712,-92,-134.74,2223.6
1712,-103,2497.02,1155.65
1712,-105,865.54,2367.01
1712,-108,-985.4,4277.29
1712,-118,849.07,2382.64
1712,-122,3355.05,3018.39
1712,-125,1561.01,-2534.6
1712,-129,3172.53,2484.56
1712,-137,1844.43,-456.17
1712,-140,2112.71,-285.24
1712,-142,1205.87,201.9
1712,-147,1757.17,1187.49
1714,-5,2310.35,1019.92
1714,-14,2935.2,420.74
1714,-15,-96.32,1037.79
1714,-16,-325.1,2544.37
1714,-28,4170.97,-1390.79
1714,-34,2518.82,1232.43
1714,-38,1051.81,-782.94
1714,-55,686.11,-2939.72
1714,-58,3767.94,-2033.57
1714,-67,1246.26,-1011.1
1714,-68,2168.53,-738.78
1714,-69,-2994.41,3234.32
1714,-71,2907.36,-1713.8
1714,-82,-375.41,2653.68
1714,-88,2553.05,118.4
1714,-95,4108.66,611.1
1714,-96,1434.57,-979.53
1714,-99,831.21,-802.03
1714,-101,-1726.52,2212.93
1714,-113,322.09,-3381.26
1714,-119,900.23,-833.88
1714,-121,1497.66,-675.11
1714,-131,1750.24,850.41
1714,-143,-1974.66,1914.06
1714,-144,3376.09,-2658.22
1714,-145,1871.25,-1433.06
1714,-149,-2256.53,1985.52
1714,-151,2407.49,-1769.31
1714,-155,956.7,-286.01
1714,-156,3848.61,-815.71
1714,-159,-3887.83,1513.71
1714,-161,1073.75,-1212.29
1714,-165,3762.3,-1888.57
1715,-1,-1273.76,-306.49
1715,-2,-3179.94,-559.17
1715,-7,695.77,-1503.38
1715,-9,990.38,45.43
1715,-10,-3113.45,-478.88
1715,-19,363.41,-4100.63
1715,-20,-2857.34,-1094.06
1715,-21,239.12,-4344.02
1715,-25,-4066.79,1182.72
1715,-26,-3893.07,696.45
1715,-27,-4104.81,1354.99
1715,-29,-3626.6,892.92
1715,-33,-2731.07,-33.64
1715,-36,-2428.73,-1434.26
1715,-46,-3196.94,1167.96
1715,-49,-3701.68,1063.65
1715,-54,-2785.38,1452.77
1715,-59,1878.65,-588.92
1715,-65,-3542.81,968.89
1715,-85,47.42,-4198.21
1715,-86,-361.97,43.02
1715,-90,-1087.83,-1937.01
1715,-92,-3080.44,-489.03
1715,-103,-448.69,-1556.99
1715,-105,-2080.16,-345.63
1715,-108,-3931.1,1564.65
1715,-118,-2096.63,-330
1715,-122,409.35,305.75
1715,-129,226.82,-228.08
1715,-136,-3683.02,2093.76
1715,-137,-1101.27,-3168.81
1715,-140,-833,-2997.87
1715,-142,-1739.83,-2510.74
1715,-147,-1188.53,-1525.14
1716,-4,3939.21,-783.95
1716,-12,2741.48,-186.75
1716,-13,914.1,323.09
1716,-14,-201.5,4266.79
1716,-17,3387.42,-394.25
1716,-28,1034.28,2455.25
1716,-30,2621.54,-379.17
1716,-38,-2084.89,3063.11
1716,-43,2782.85,-177.07
1716,-53,1442.97,317.26
1716,-55,-2450.59,906.32
1716,-58,631.24,1812.48
1716,-66,1960.03,3419.88
1716,-67,-1890.44,2834.95
1716,-68,-968.17,3107.27
1716,-70,3359.13,-568.3
1716,-71,-229.33,2132.25
1716,-77,2431.1,2280.89
1716,-79,874.28,256.91
1716,-88,-583.65,3964.44
1716,-96,-1702.12,2866.52
1716,-97,-102.24,-423.83
1716,-99,-2305.49,3044.01
1716,-113,-2814.6,464.78
1716,-116,3070.74,-312.37
1716,-119,-2236.47,3012.16
1716,-121,-1639.03,3170.93
1716,-124,1377.13,331.03
1716,-134,3714.4,740.57
1716,-141,3550.24,-485.59
1716,-144,239.4,1187.83
1716,-145,-1265.45,2412.99
1716,-151,-729.21,2076.74
1716,-155,-2180,3560.04
1716,-156,711.92,3030.34
1716,-161,-2062.94,2633.76
1716,-165,625.6,1957.47
1716,-167,-990.81,-1577.9
1717,-8,2797.51,1505.48
1717,-22,2305.66,1152.23
1717,-23,2281.66,-2345.02
1717,-31,-456.54,3803.18
1717,-32,-209.53,4222.49
1717,-35,2680.73,1725.57
1717,-39,1581.65,2523.51
1717,-40,758.19,995.67
1717,-41,1809.87,1552.3
1717,-42,-337.48,3872.82
1717,-44,3171.92,2733.96
1717,-51,1466.54,2014.84
1717,-56,692.57,3283.18
1717,-62,387.34,3098.5
1717,-63,4442.93,-685.74
1717,-64,1436.49,1866.64
1717,-72,1040.86,1688.43
1717,-78,-1808.64,-2977.95
1717,-81,369.56,48.96
1717,-83,1854.24,3271.38
1717,-84,18.6,3540.8
1717,-87,-608.64,1139.13
1717,-93,1510.25,2255.26
1717,-98,817.27,2533.88
1717,-117,4497.74,-172.58
1717,-128,255.25,2922.42
1717,-132,1660.23,2679.35
1717,-148,-1080.84,1524.37
1717,-157,938.88,3292.87
1717,-162,2278.28,2019.29
1717,-164,787.81,2392.27
1717,-166,1121.06,3440.51
1718,-7,-1260.07,2623.07
1718,-9,-965.46,4171.88
1718,-19,-1592.43,25.82
1718,-21,-1716.73,-217.57
1718,-31,1333.79,-3460.1
1718,-32,1580.81,-3040.8
1718,-42,1452.85,-3390.46
1718,-52,-213.14,-2006.38
1718,-59,-77.19,3537.53
1718,-73,-650.38,-1513.18
1718,-75,-527.95,-1334.29
1718,-84,1808.93,-3722.48
1718,-85,-1908.42,-71.75
1718,-89,-3454.62,-982.97
1718,-90,-3043.67,2189.44
1718,-103,-2404.53,2569.46
1718,-111,-882.88,-1040.18
1718,-112,395.02,122.37
1718,-125,-3340.54,-1120.79
1718,-129,-1729.02,3898.38
1718,-133,649.83,-2763.4
1718,-137,-3057.12,957.64
1718,-140,-2788.84,1128.58
1718,-142,-3695.68,1615.71
1718,-147,-3144.37,2601.31
1718,-153,520.87,-2391.46
1719,-8,1948.51,-1382.86
1719,-11,3279.8,-480.2
1719,-22,1456.65,-1736.1
1719,-31,-1305.55,914.85
1719,-32,-1058.53,1334.15
1719,-35,1831.72,-1162.76
1719,-39,732.64,-364.82
1719,-40,-90.82,-1892.66
1719,-41,960.86,-1336.03
1719,-42,-1186.49,984.49
1719,-44,2322.91,-154.38
1719,-51,617.53,-873.5
1719,-52,-2852.48,2368.56
1719,-56,-156.43,394.85
1719,-60,2887.51,427.13
1719,-62,-461.67,210.16
1719,-64,587.48,-1021.69
1719,-72,191.86,-1199.9
1719,-73,-3289.73,2861.77
1719,-75,-3167.29,3040.66
1719,-81,-479.45,-2839.37
1719,-83,1005.23,383.05
1719,-84,-830.41,652.47
1719,-87,-1457.64,-1749.21
1719,-93,661.24,-633.08
1719,-98,-31.73,-354.46
1719,-128,-593.76,34.09
1719,-132,811.22,-208.98
1719,-133,-1989.51,1611.55
1719,-148,-1929.84,-1363.97
1719,-153,-2118.47,1983.49
1719,-157,89.87,404.53
1719,-162,1429.27,-869.04
1719,-164,-61.2,-496.06
1719,-166,272.05,552.17
1720,-3,2077.74,3486
1720,-6,211.94,1433.44
1720,-15,3230.67,-1240.63
1720,-16,3001.88,265.95
1720,-23,-4137.52,754.5
1720,-47,-1046.21,1516.1
1720,-61,-192.69,2804.15
1720,-63,-1976.25,2413.78
1720,-69,332.58,955.9
1720,-80,-2928,-3028.99
1720,-82,2951.58,375.26
1720,-91,2241.11,2995.38
1720,-100,399.37,4010.13
1720,-101,1600.46,-65.49
1720,-102,1766.11,4014.73
1720,-104,1398,3715.21
1720,-106,2314.39,3360.67
1720,-109,40.24,2024.65
1720,-117,-1921.44,2926.94
1720,-130,-3189.43,-580.61
1720,-139,1228.54,3871.45
1720,-143,1352.33,-364.36
1720,-149,1070.46,-292.9
1720,-150,2829.45,2842.01
1720,-158,835.48,3363.41
1720,-159,-560.84,-764.71
1720,-163,1609.5,3362.23
1723,-4,1899.16,-690.99
1723,-12,701.42,-93.79
1723,-13,-1125.96,416.05
1723,-17,1347.37,-301.29
1723,-28,-1005.78,2548.21
1723,-30,581.49,-286.21
1723,-43,742.8,-84.11
1723,-53,-597.08,410.22
1723,-58,-1408.81,1905.44
1723,-66,-80.02,3512.85
1723,-68,-3008.22,3200.23
1723,-70,1319.07,-475.34
1723,-71,-2269.39,2225.21
1723,-77,391.04,2373.85
1723,-79,-1165.77,349.88
1723,-94,745.58,4300.02
1723,-97,-2142.29,-330.87
1723,-116,1030.69,-219.41
1723,-124,-662.93,423.99
1723,-134,1674.35,833.53
1723,-141,1510.18,-392.63
1723,-144,-1800.66,1280.79
1723,-145,-3305.5,2505.95
1723,-151,-2769.26,2169.7
1723,-156,-1328.14,3123.3
1723,-165,-1414.45,2050.44
1723,-167,-3030.87,-1484.94
1725,-6,1220.73,1362.59
1725,-15,4239.45,-1311.48
1725,-16,4010.67,195.1
1725,-23,-3128.73,683.65
1725,-47,-37.42,1445.25
1725,-61,816.1,2733.3
1725,-63,-967.46,2342.93
1725,-69,1341.36,885.05
1725,-80,-1919.21,-3099.84
1725,-82,3960.37,304.41
1725,-91,3249.89,2924.53
1725,-100,1408.15,3939.28
1725,-101,2609.25,-136.34
1725,-104,2406.79,3644.36
1725,-109,1049.03,1953.8
1725,-117,-912.65,2856.09
1725,-130,-2180.65,-651.46
1725,-139,2237.33,3800.6
1725,-143,2361.12,-435.21
1725,-149,2079.24,-363.75
1725,-158,1844.26,3292.56
1725,-159,447.94,-835.56
1725,-163,2618.29,3291.38
1726,-5,1176.07,-119.57
1726,-14,1800.92,-718.75
1726,-15,-1230.6,-101.7
1726,-16,-1459.39,1404.88
1726,-28,3036.69,-2530.28
1726,-34,1384.53,92.94
1726,-38,-82.47,-1922.43
1726,-55,-448.18,-4079.21
1726,-58,2633.66,-3173.06
1726,-66,3962.45,-1565.65
